order_id,shipping_carrier,actual_shipping_cost,delivery_days,return_handling_cost,support_tickets
15497,UPS,19.55,3,0.0,1
15498,FedEx,9.0,2,0.0,1
15499,Standard,13.11,4,0.0,0
15500,FedEx,11.21,4,0.0,0
15501,Standard,18.21,6,0.0,1
15502,UPS,15.95,1,25.32,1
15503,UPS,7.27,1,0.0,0
15504,UPS,64.81,5,0.0,0
15505,DHL,41.08,3,11.49,0
15506,Standard,35.56,2,0.0,1
15507,FedEx,24.73,4,0.0,0
15508,UPS,33.13,2,24.43,0
15509,FedEx,15.78,5,12.88,0
15510,Standard,5.41,3,0.0,0
15511,Standard,22.31,6,0.0,1
15512,FedEx,103.5,6,0.0,1
15513,Standard,44.82,2,7.25,2
15514,DHL,47.37,3,0.0,0
15515,Standard,11.08,3,0.0,0
15516,UPS,11.33,2,0.0,0
15517,UPS,15.64,5,12.48,2
15518,Standard,22.85,7,0.0,0
15519,Standard,8.39,4,13.53,0
15520,FedEx,21.34,4,13.99,0
15521,FedEx,22.32,3,6.36,0
15522,DHL,24.11,1,6.15,1
15523,DHL,20.65,4,0.0,0
15524,FedEx,15.35,3,0.0,0
15525,UPS,9.52,1,0.0,0
15526,FedEx,25.13,6,0.0,1
15527,FedEx,7.82,1,0.0,0
15528,DHL,19.13,3,0.0,0
15529,DHL,16.16,3,8.76,1
15530,UPS,10.59,2,11.96,0
15531,DHL,13.65,4,0.0,0
15532,UPS,15.28,2,0.0,0
15533,Standard,9.29,2,0.0,0
15534,DHL,14.17,2,0.0,0
15535,FedEx,14.72,3,11.39,0
15536,FedEx,15.56,4,0.0,0
15537,Standard,11.52,2,16.71,1
15538,Standard,6.67,2,0.0,0
15539,Standard,13.09,1,12.09,1
15540,Standard,7.77,3,0.0,0
15541,Standard,13.51,2,0.0,0
15542,FedEx,54.0,2,0.0,1
15543,FedEx,11.0,2,0.0,0
15544,Standard,19.02,4,0.0,0
15545,UPS,49.83,7,13.84,0
15546,Standard,48.07,6,0.0,0
15547,FedEx,8.06,2,12.49,1
15548,DHL,34.56,1,24.07,0
15549,UPS,12.85,4,0.0,0
15550,Standard,11.03,1,13.13,1
15551,DHL,22.8,2,0.0,1
15552,DHL,156.61,7,10.57,1
15553,Standard,6.54,1,0.0,0
15554,Standard,13.25,4,0.0,0
15555,UPS,28.64,5,0.0,0
15556,Standard,5.57,2,0.0,0
15557,Standard,42.79,2,0.0,0
15558,Standard,10.39,2,0.0,0
15559,Standard,33.26,7,0.0,1
15560,Standard,19.49,5,0.0,0
15561,FedEx,31.39,6,0.0,1
15562,FedEx,37.2,5,0.0,0
15563,FedEx,37.55,5,0.0,0
15564,UPS,6.77,2,0.0,0
15565,UPS,55.5,2,0.0,0
15566,UPS,17.93,7,0.0,0
15567,Standard,44.36,7,0.0,0
15568,UPS,21.8,6,0.0,1
15569,Standard,9.86,3,0.0,0
15570,FedEx,19.98,4,0.0,1
15571,FedEx,11.74,3,17.13,2
15572,UPS,13.08,2,11.06,0
15573,Standard,11.4,1,11.24,1
15574,Standard,13.13,5,0.0,1
15575,UPS,8.48,3,10.64,0
15576,Standard,6.89,2,0.0,0
15577,FedEx,14.68,2,17.15,1
15578,UPS,17.04,6,0.0,1
15579,Standard,9.53,2,0.0,1
15580,FedEx,9.08,4,0.0,0
15581,UPS,8.75,4,0.0,0
15582,Standard,19.34,2,0.0,0
15583,UPS,7.5,3,0.0,0
15584,FedEx,19.9,2,0.0,0
15585,FedEx,11.43,1,13.75,1
15586,FedEx,61.58,4,0.0,0
15587,DHL,9.28,1,0.0,0
15588,Standard,8.93,4,0.0,0
15589,UPS,8.38,2,12.63,1
15590,Standard,16.92,4,0.0,1
15591,UPS,12.65,3,0.0,0
15592,Standard,7.56,2,0.0,0
15593,FedEx,14.61,2,8.72,0
15594,FedEx,8.78,2,12.75,1
15595,UPS,87.12,1,6.57,1
15596,Standard,35.4,3,0.0,0
15597,Standard,38.38,6,0.0,2
15598,Standard,14.17,2,29.11,0
15599,Standard,17.55,3,13.55,1
15600,Standard,11.07,3,0.0,0
15601,UPS,19.02,2,0.0,0
15602,Standard,28.42,7,0.0,1
15603,UPS,37.39,6,0.0,0
15604,FedEx,9.03,2,0.0,1
15605,Standard,12.47,2,0.0,1
15606,UPS,10.99,2,0.0,1
15607,Standard,17.11,3,0.0,0
15608,DHL,17.58,6,0.0,2
15609,Standard,15.92,2,9.11,1
15610,Standard,7.11,3,0.0,0
15611,Standard,14.63,1,0.0,0
15612,UPS,27.03,4,19.43,1
15613,FedEx,8.25,4,0.0,0
15614,DHL,12.61,5,0.0,0
15615,Standard,13.24,3,0.0,0
15616,FedEx,15.26,3,0.0,0
15617,UPS,7.78,2,0.0,0
15618,UPS,6.55,1,0.0,0
15619,UPS,26.29,5,0.0,0
15620,UPS,8.96,1,0.0,0
15621,FedEx,11.35,1,0.0,0
15622,Standard,31.28,6,0.0,0
15623,FedEx,13.92,1,0.0,0
15624,UPS,41.73,4,0.0,0
15625,Standard,5.68,1,14.74,1
15626,FedEx,10.33,2,0.0,0
15627,Standard,20.58,3,0.0,0
15628,FedEx,74.42,3,0.0,0
15629,FedEx,13.38,2,0.0,0
15630,Standard,10.61,2,0.0,1
15631,UPS,14.29,1,8.21,2
15632,Standard,7.41,3,0.0,0
15633,UPS,7.1,2,0.0,0
15634,FedEx,7.74,2,12.49,1
15635,FedEx,12.7,2,0.0,0
15636,Standard,6.18,3,0.0,0
15637,FedEx,12.33,1,0.0,0
15638,Standard,16.73,3,13.17,1
15639,UPS,10.31,3,9.49,0
15640,Standard,16.83,7,12.05,1
15641,Standard,17.73,5,0.0,1
15642,Standard,5.42,3,0.0,0
15643,DHL,31.16,3,0.0,0
15644,Standard,12.86,1,13.08,1
15645,UPS,34.72,2,0.0,1
15646,DHL,17.37,4,9.83,0
15647,Standard,16.53,2,0.0,0
15648,Standard,9.83,4,0.0,0
15649,Standard,6.16,3,11.79,1
15650,UPS,48.51,2,0.0,1
15651,FedEx,8.81,2,0.0,0
15652,Standard,12.66,4,0.0,0
15653,FedEx,14.93,4,0.0,0
15654,FedEx,63.04,6,0.0,1
15655,Standard,7.78,3,11.43,0
15656,FedEx,11.17,2,0.0,1
15657,Standard,40.95,4,20.88,2
15658,FedEx,24.19,1,0.0,0
15659,FedEx,8.7,2,7.11,1
15660,DHL,66.94,6,6.9,1
15661,DHL,12.03,1,12.64,0
15662,Standard,19.15,2,0.0,0
15663,Standard,14.2,3,0.0,1
15664,FedEx,49.21,2,6.03,1
15665,UPS,12.64,3,0.0,0
15666,UPS,11.41,3,0.0,0
15667,FedEx,12.52,2,0.0,0
15668,Standard,7.54,2,0.0,1
15669,UPS,16.52,4,11.64,0
15670,UPS,20.01,4,0.0,1
15671,Standard,20.03,2,0.0,1
15672,FedEx,16.62,2,0.0,0
15673,FedEx,25.03,2,0.0,0
15674,DHL,20.89,2,0.0,0
15675,Standard,6.0,2,12.8,1
15676,FedEx,10.31,2,0.0,0
15677,FedEx,27.11,1,0.0,0
15678,Standard,14.88,2,0.0,0
15679,Standard,12.55,3,7.71,1
15680,Standard,7.93,1,0.0,0
15681,FedEx,33.79,6,0.0,0
15682,Standard,54.93,5,0.0,0
15683,Standard,18.6,5,0.0,1
15684,Standard,83.4,7,0.0,2
15685,Standard,20.93,3,0.0,0
15686,FedEx,13.29,3,0.0,0
15687,FedEx,84.46,3,0.0,0
15688,Standard,12.72,3,0.0,0
15689,FedEx,21.69,2,0.0,0
15690,Standard,10.7,4,13.28,1
15691,FedEx,11.04,3,0.0,0
15692,Standard,6.4,1,13.51,1
15693,Standard,14.41,4,0.0,0
15694,Standard,8.78,5,0.0,0
15695,Standard,7.04,1,0.0,0
15696,Standard,11.01,3,0.0,0
15697,Standard,16.11,5,13.08,0
15698,Standard,9.76,4,13.06,0
15699,DHL,44.11,5,14.54,0
15700,Standard,12.21,3,7.23,0
15701,UPS,16.66,2,0.0,0
15702,Standard,9.69,2,8.51,1
15703,FedEx,9.53,3,10.26,1
15704,UPS,36.16,4,7.18,2
15705,Standard,23.83,3,0.0,0
15706,UPS,12.53,5,7.54,0
15707,Standard,16.81,6,0.0,1
15708,UPS,6.93,1,0.0,0
15709,UPS,55.83,2,0.0,0
15710,Standard,40.64,4,0.0,0
15711,Standard,38.73,1,16.71,0
15712,Standard,7.16,3,7.29,0
15713,DHL,137.55,6,12.16,0
15714,Standard,12.93,3,0.0,0
15715,UPS,28.1,7,8.84,2
15716,DHL,8.89,2,0.0,0
15717,Standard,18.5,3,7.15,0
15718,FedEx,22.84,4,0.0,0
15719,DHL,13.85,1,0.0,0
15720,UPS,17.55,5,0.0,0
15721,FedEx,26.73,4,0.0,0
15722,UPS,31.21,2,0.0,0
15723,FedEx,32.5,2,9.83,0
15724,FedEx,7.33,1,0.0,0
15725,Standard,26.37,4,0.0,0
15726,DHL,26.32,3,0.0,0
15727,FedEx,13.85,2,12.08,0
15728,DHL,28.89,3,0.0,1
15729,FedEx,8.4,1,0.0,0
15730,Standard,16.1,2,0.0,0
15731,UPS,17.66,3,12.62,0
15732,FedEx,33.25,2,0.0,0
15733,Standard,11.13,5,0.0,0
15734,DHL,24.34,3,0.0,0
15735,FedEx,11.3,2,0.0,1
15736,UPS,17.06,5,11.5,1
15737,FedEx,24.88,4,7.09,2
15738,DHL,29.1,3,0.0,0
15739,FedEx,24.4,7,0.0,0
15740,Standard,24.54,7,6.4,1
15741,UPS,38.86,5,0.0,1
15742,UPS,24.65,6,10.83,1
15743,UPS,21.68,3,0.0,0
15744,UPS,122.7,5,0.0,0
15745,Standard,7.77,2,0.0,0
15746,DHL,14.94,2,18.15,1
15747,Standard,11.1,1,8.85,1
15748,FedEx,225.63,7,0.0,1
15749,FedEx,25.21,3,7.49,1
15750,UPS,25.55,3,10.71,1
15751,UPS,16.66,3,0.0,0
15752,FedEx,43.72,3,0.0,1
15753,FedEx,9.71,3,0.0,0
15754,Standard,88.54,6,9.86,0
15755,FedEx,12.93,4,0.0,0
15756,UPS,7.06,2,0.0,0
15757,Standard,87.58,7,9.38,0
15758,UPS,21.49,3,0.0,0
15759,DHL,9.3,3,11.81,1
15760,Standard,56.05,6,8.28,1
15761,UPS,14.42,3,0.0,1
15762,FedEx,16.99,2,0.0,0
15763,DHL,23.95,6,0.0,1
15764,FedEx,13.54,4,0.0,0
15765,FedEx,23.96,4,0.0,0
15766,Standard,8.95,2,12.28,1
15767,Standard,42.53,4,0.0,0
15768,UPS,18.97,2,0.0,0
15769,UPS,18.71,1,0.0,0
15770,UPS,65.02,3,9.31,2
15771,Standard,17.73,2,11.27,0
15772,Standard,39.55,5,8.1,0
15773,FedEx,71.6,4,9.79,0
15774,FedEx,26.73,4,9.19,1
15775,Standard,12.92,5,7.61,2
15776,Standard,6.86,2,0.0,0
15777,UPS,20.84,3,0.0,0
15778,Standard,5.69,2,0.0,0
15779,FedEx,17.12,5,0.0,0
15780,DHL,13.6,2,0.0,0
15781,FedEx,49.23,5,0.0,0
15782,Standard,14.19,4,7.34,0
15783,Standard,16.55,3,0.0,0
15784,Standard,5.42,5,6.58,1
15785,Standard,11.85,2,11.7,0
15786,UPS,8.75,2,0.0,0
15787,Standard,28.1,2,9.35,1
15788,Standard,9.19,3,0.0,2
15789,FedEx,15.89,3,0.0,0
15790,UPS,12.62,5,9.59,0
15791,UPS,11.31,2,12.41,1
15792,DHL,73.77,5,0.0,0
15793,Standard,8.95,3,0.0,0
15794,UPS,72.71,6,0.0,1
15795,FedEx,59.46,3,19.95,0
15796,Standard,7.11,3,0.0,0
15797,Standard,27.88,7,0.0,1
15798,FedEx,7.25,3,0.0,0
15799,Standard,10.26,1,0.0,0
15800,Standard,14.07,8,0.0,0
15801,Standard,30.54,3,0.0,0
15802,UPS,59.03,2,0.0,0
15803,FedEx,12.75,4,0.0,0
15804,FedEx,10.96,4,0.0,0
15805,DHL,9.62,2,0.0,0
15806,UPS,36.5,1,0.0,0
15807,DHL,31.38,3,12.42,1
15808,Standard,6.46,3,7.39,0
15809,Standard,23.62,5,0.0,1
15810,Standard,7.26,2,0.0,0
15811,FedEx,11.17,4,0.0,0
15812,Standard,24.4,4,0.0,1
15813,FedEx,10.25,4,7.11,0
15814,Standard,15.91,6,0.0,1
15815,UPS,8.45,3,0.0,1
15816,UPS,7.73,2,10.57,0
15817,UPS,11.9,4,0.0,0
15818,UPS,10.05,5,0.0,1
15819,UPS,7.57,4,12.37,0
15820,Standard,12.99,3,0.0,0
15821,Standard,5.28,2,7.55,1
15822,DHL,33.87,7,0.0,0
15823,UPS,34.81,2,0.0,0
15824,UPS,6.43,3,0.0,1
15825,FedEx,23.77,4,0.0,0
15826,DHL,55.49,1,0.0,1
15827,FedEx,21.79,3,0.0,0
15828,FedEx,63.54,6,18.43,0
15829,DHL,57.87,8,0.0,1
15830,FedEx,20.58,3,0.0,0
15831,UPS,8.4,2,0.0,0
15832,UPS,13.65,1,0.0,0
15833,Standard,27.54,6,13.77,1
15834,Standard,6.45,3,0.0,0
15835,FedEx,9.69,1,0.0,0
15836,DHL,61.33,5,0.0,0
15837,UPS,8.67,3,0.0,1
15838,UPS,43.41,2,0.0,0
15839,Standard,7.26,2,0.0,0
15840,Standard,13.78,4,0.0,0
15841,Standard,17.6,5,0.0,0
15842,Standard,19.58,3,20.54,0
15843,Standard,5.69,2,0.0,0
15844,Standard,30.63,3,0.0,0
15845,Standard,21.5,2,9.83,0
15846,UPS,11.36,4,6.34,1
15847,FedEx,12.31,1,0.0,0
15848,FedEx,23.88,2,0.0,0
15849,Standard,42.28,1,0.0,0
15850,Standard,17.49,3,11.29,1
15851,UPS,11.06,2,0.0,1
15852,FedEx,12.14,5,12.96,0
15853,FedEx,7.82,2,0.0,0
15854,FedEx,26.33,1,0.0,1
15855,UPS,17.98,3,0.0,1
15856,UPS,7.93,2,13.74,0
15857,FedEx,15.6,1,13.97,0
15858,FedEx,44.97,8,0.0,1
15859,UPS,24.69,3,0.0,0
15860,DHL,22.97,5,0.0,0
15861,Standard,27.13,3,7.66,0
15862,FedEx,12.63,3,0.0,0
15863,FedEx,11.57,5,0.0,0
15864,Standard,5.47,3,0.0,0
15865,Standard,15.23,5,8.82,0
15866,FedEx,26.89,2,6.47,2
15867,Standard,73.92,6,0.0,3
15868,UPS,26.89,2,6.96,1
15869,DHL,8.51,1,0.0,0
15870,FedEx,24.44,3,12.22,0
15871,DHL,9.59,1,13.25,0
15872,UPS,6.93,3,8.0,0
15873,FedEx,10.14,4,0.0,1
15874,UPS,48.01,8,0.0,0
15875,FedEx,12.73,3,10.96,0
15876,FedEx,10.39,2,14.47,1
15877,FedEx,25.44,3,0.0,0
15878,DHL,13.65,5,0.0,0
15879,DHL,48.33,4,8.27,1
15880,Standard,49.43,6,0.0,1
15881,FedEx,23.39,2,9.88,1
15882,Standard,15.61,6,0.0,0
15883,DHL,16.6,4,0.0,0
15884,Standard,20.09,8,0.0,0
15885,Standard,15.08,2,0.0,0
15886,FedEx,9.89,3,0.0,0
15887,UPS,8.86,1,0.0,0
15888,Standard,25.83,4,0.0,0
15889,DHL,11.5,1,0.0,0
15890,Standard,30.46,1,0.0,0
15891,UPS,9.17,3,0.0,0
15892,FedEx,12.86,5,0.0,0
15893,FedEx,9.19,2,0.0,0
15894,FedEx,16.35,1,0.0,0
15895,DHL,14.05,7,0.0,0
15896,UPS,33.16,5,15.66,1
15897,FedEx,10.89,5,0.0,0
15898,UPS,9.86,2,0.0,0
15899,FedEx,12.16,2,0.0,0
15900,UPS,21.7,2,0.0,1
15901,FedEx,9.29,1,8.34,0
15902,FedEx,11.03,2,0.0,0
15903,Standard,8.08,1,0.0,0
15904,UPS,34.69,2,0.0,0
15905,Standard,8.95,3,0.0,0
15906,Standard,6.83,2,0.0,2
15907,UPS,35.06,4,0.0,0
15908,UPS,7.3,3,0.0,0
15909,Standard,6.0,1,7.36,0
15910,FedEx,17.67,3,10.06,0
15911,DHL,10.83,3,0.0,0
15912,UPS,23.37,4,0.0,0
15913,FedEx,9.46,4,13.78,1
15914,UPS,12.29,1,0.0,0
15915,Standard,39.44,7,0.0,0
15916,Standard,7.66,1,0.0,0
15917,DHL,24.85,1,12.35,0
15918,DHL,11.48,2,0.0,0
15919,Standard,64.7,5,0.0,0
15920,UPS,14.14,3,0.0,0
15921,FedEx,16.97,2,0.0,0
15922,FedEx,10.25,2,0.0,0
15923,FedEx,29.54,5,0.0,0
15924,Standard,9.44,3,9.85,0
15925,UPS,33.19,7,20.33,0
15926,FedEx,31.41,2,0.0,0
15927,DHL,12.25,4,0.0,0
15928,UPS,13.32,3,0.0,0
15929,Standard,51.0,3,0.0,0
15930,Standard,8.99,2,0.0,0
15931,Standard,10.83,2,0.0,0
15932,Standard,19.68,1,0.0,0
15933,Standard,28.22,7,0.0,0
15934,Standard,16.39,6,0.0,0
15935,Standard,10.39,2,0.0,0
15936,FedEx,8.28,1,10.14,2
15937,DHL,14.47,3,0.0,1
15938,FedEx,17.57,2,9.56,1
15939,Standard,6.77,2,0.0,0
15940,FedEx,15.92,3,12.21,0
15941,DHL,27.84,5,0.0,0
15942,UPS,31.79,2,12.44,1
15943,Standard,8.61,5,0.0,0
15944,Standard,12.02,4,0.0,0
15945,DHL,40.11,7,0.0,0
15946,Standard,11.0,5,0.0,0
15947,Standard,5.71,1,0.0,1
15948,UPS,38.94,4,0.0,0
15949,Standard,10.94,2,0.0,0
15950,DHL,11.91,1,0.0,0
15951,FedEx,45.73,7,15.35,2
15952,UPS,10.29,2,0.0,0
15953,Standard,33.96,1,0.0,0
15954,UPS,43.07,7,0.0,1
15955,Standard,5.24,2,0.0,2
15956,UPS,9.8,1,0.0,0
15957,Standard,8.66,2,0.0,1
15958,FedEx,51.03,3,0.0,0
15959,UPS,9.04,3,12.76,1
15960,UPS,30.42,8,0.0,0
15961,Standard,60.3,4,0.0,0
15962,FedEx,19.26,8,10.1,0
15963,Standard,12.94,3,8.32,2
15964,Standard,8.68,2,0.0,0
15965,Standard,19.19,5,0.0,0
15966,Standard,34.48,2,0.0,1
15967,FedEx,64.77,5,11.03,1
15968,UPS,8.36,3,6.54,1
15969,FedEx,8.36,4,0.0,0
15970,FedEx,15.77,3,0.0,0
15971,UPS,11.13,2,0.0,0
15972,FedEx,9.66,3,0.0,0
15973,FedEx,10.52,1,0.0,0
15974,Standard,10.47,6,0.0,1
15975,UPS,33.34,4,0.0,0
15976,UPS,46.95,2,0.0,0
15977,UPS,13.73,6,0.0,0
15978,FedEx,11.59,5,11.34,1
15979,Standard,10.3,4,0.0,0
15980,Standard,122.84,6,11.2,1
15981,Standard,15.49,5,0.0,0
15982,DHL,12.33,5,7.52,0
15983,UPS,20.66,3,0.0,0
15984,Standard,24.06,4,13.21,1
15985,FedEx,14.61,2,0.0,0
15986,UPS,15.76,2,0.0,0
15987,FedEx,57.46,8,0.0,0
15988,FedEx,44.01,1,0.0,0
15989,UPS,20.31,1,0.0,0
15990,Standard,6.69,2,8.96,1
15991,Standard,6.18,1,0.0,1
15992,FedEx,11.68,2,0.0,0
15993,Standard,17.9,3,0.0,0
15994,UPS,7.31,3,0.0,0
15995,Standard,16.49,8,0.0,0
15996,Standard,8.79,4,8.12,0
15997,UPS,19.68,3,0.0,0
15998,FedEx,14.18,3,20.15,1
15999,FedEx,72.53,3,0.0,0
16000,Standard,37.68,5,0.0,0
16001,FedEx,98.42,3,7.85,1
16002,DHL,156.97,7,0.0,0
16003,FedEx,7.48,1,0.0,0
16004,FedEx,44.04,7,17.45,0
16005,UPS,8.4,1,0.0,0
16006,Standard,7.58,1,0.0,0
16007,DHL,20.24,3,0.0,1
16008,Standard,25.56,3,0.0,0
16009,Standard,10.74,7,0.0,0
16010,Standard,19.43,1,0.0,0
16011,DHL,22.14,7,0.0,1
16012,DHL,13.19,5,9.84,0
16013,Standard,8.21,1,12.14,0
16014,UPS,20.19,3,0.0,0
16015,UPS,9.41,2,0.0,0
16016,Standard,23.53,3,0.0,0
16017,Standard,16.41,3,0.0,0
16018,Standard,13.0,3,0.0,1
16019,UPS,14.45,4,11.95,1
16020,Standard,9.57,2,0.0,0
16021,Standard,13.51,1,10.85,0
16022,UPS,16.89,4,6.15,0
16023,Standard,7.88,3,0.0,0
16024,Standard,11.85,1,13.39,0
16025,Standard,7.1,3,0.0,0
16026,FedEx,46.24,3,0.0,0
16027,Standard,28.52,6,0.0,1
16028,Standard,9.5,3,0.0,0
16029,FedEx,17.23,2,21.29,1
16030,FedEx,19.96,5,6.93,0
16031,Standard,31.56,2,8.93,0
16032,Standard,7.78,4,0.0,0
16033,Standard,22.47,7,10.04,1
16034,DHL,21.77,3,0.0,0
16035,Standard,11.73,1,0.0,0
16036,FedEx,8.4,3,0.0,0
16037,Standard,11.16,4,0.0,0
16038,UPS,9.23,2,0.0,0
16039,Standard,29.18,6,0.0,0
16040,FedEx,59.94,1,10.73,1
16041,Standard,14.1,2,0.0,0
16042,FedEx,8.53,1,0.0,0
16043,FedEx,14.9,2,0.0,0
16044,Standard,9.72,4,0.0,2
16045,DHL,9.32,3,0.0,0
16046,Standard,49.47,6,0.0,1
16047,DHL,12.01,5,0.0,0
16048,FedEx,15.66,5,7.48,0
16049,FedEx,19.09,5,8.66,0
16050,DHL,9.56,4,0.0,0
16051,Standard,11.48,3,9.35,0
16052,FedEx,22.47,6,6.71,2
16053,UPS,46.38,2,10.42,0
16054,DHL,18.85,3,0.0,0
16055,UPS,7.0,1,0.0,0
16056,UPS,7.8,2,0.0,0
16057,DHL,18.42,4,0.0,0
16058,FedEx,16.27,2,0.0,0
16059,DHL,18.72,1,0.0,0
16060,Standard,14.07,7,0.0,1
16061,UPS,11.45,1,0.0,0
16062,DHL,17.42,1,0.0,0
16063,UPS,13.55,4,6.73,1
16064,UPS,48.64,7,0.0,0
16065,Standard,21.62,3,9.25,1
16066,Standard,22.89,2,0.0,0
16067,UPS,23.68,4,0.0,0
16068,DHL,28.99,5,8.99,1
16069,FedEx,7.37,2,7.15,1
16070,FedEx,33.23,4,0.0,0
16071,FedEx,39.5,5,6.13,1
16072,Standard,7.41,4,0.0,0
16073,FedEx,61.61,6,0.0,0
16074,FedEx,7.39,1,10.82,2
16075,Standard,44.44,5,12.87,1
16076,UPS,45.56,4,9.85,1
16077,UPS,15.52,3,10.18,1
16078,Standard,12.33,2,0.0,0
16079,Standard,14.87,7,0.0,0
16080,Standard,32.04,7,0.0,1
16081,Standard,21.04,1,0.0,0
16082,FedEx,8.71,1,0.0,0
16083,FedEx,115.91,4,6.46,0
16084,FedEx,10.96,3,0.0,0
16085,UPS,8.1,4,0.0,0
16086,Standard,11.68,4,0.0,0
16087,DHL,64.44,5,0.0,0
16088,UPS,15.24,5,0.0,1
16089,UPS,15.03,1,0.0,0
16090,Standard,6.54,1,0.0,0
16091,DHL,19.64,5,0.0,0
16092,FedEx,21.44,4,0.0,0
16093,FedEx,13.11,3,0.0,0
16094,Standard,17.74,5,0.0,0
16095,DHL,10.7,4,11.46,1
16096,DHL,34.08,5,13.34,1
16097,FedEx,34.43,3,0.0,1
16098,UPS,12.07,5,10.61,1
16099,UPS,48.69,5,0.0,0
16100,FedEx,13.07,3,7.71,2
16101,Standard,25.71,3,0.0,0
16102,DHL,21.1,4,0.0,2
16103,Standard,15.09,7,0.0,0
16104,FedEx,9.83,2,0.0,0
16105,FedEx,26.1,2,13.24,1
16106,DHL,42.98,1,0.0,0
16107,Standard,6.95,2,0.0,0
16108,Standard,12.23,5,0.0,0
16109,FedEx,90.07,5,0.0,0
16110,Standard,8.12,2,0.0,0
16111,UPS,9.47,3,0.0,1
16112,UPS,7.93,2,0.0,0
16113,Standard,17.15,5,0.0,0
16114,FedEx,9.81,4,0.0,0
16115,UPS,27.62,7,0.0,0
16116,DHL,44.2,3,8.42,1
16117,FedEx,21.58,4,0.0,0
16118,DHL,10.55,2,0.0,0
16119,FedEx,21.72,3,0.0,0
16120,UPS,23.56,2,0.0,0
16121,Standard,18.39,3,0.0,0
16122,Standard,7.23,3,0.0,1
16123,UPS,24.6,2,0.0,0
16124,FedEx,21.51,3,0.0,0
16125,DHL,10.97,1,0.0,0
16126,UPS,12.18,4,0.0,0
16127,UPS,11.78,3,0.0,0
16128,Standard,13.5,6,0.0,0
16129,FedEx,42.78,6,0.0,0
16130,UPS,6.93,3,0.0,0
16131,UPS,12.32,3,10.21,1
16132,Standard,20.8,5,12.88,1
16133,FedEx,10.33,4,6.72,0
16134,UPS,11.98,4,0.0,0
16135,UPS,20.37,5,0.0,0
16136,Standard,21.4,2,12.64,0
16137,Standard,18.23,4,0.0,0
16138,Standard,28.3,2,11.78,1
16139,UPS,19.73,5,0.0,0
16140,Standard,5.9,2,0.0,0
16141,FedEx,42.4,2,0.0,0
16142,UPS,11.84,3,0.0,0
16143,FedEx,17.02,5,0.0,1
16144,Standard,13.99,2,0.0,0
16145,Standard,21.08,2,0.0,2
16146,UPS,33.36,5,10.67,0
16147,Standard,32.96,6,0.0,1
16148,Standard,16.17,3,0.0,0
16149,UPS,8.05,4,0.0,0
16150,Standard,22.35,3,6.96,1
16151,Standard,12.09,3,7.86,1
16152,Standard,17.41,5,8.04,0
16153,UPS,35.93,4,6.33,1
16154,Standard,15.61,4,10.7,1
16155,Standard,24.4,5,0.0,0
16156,UPS,12.48,3,0.0,0
16157,FedEx,32.2,6,0.0,1
16158,FedEx,18.9,6,0.0,0
16159,UPS,14.83,2,36.51,0
16160,FedEx,44.88,3,0.0,0
16161,Standard,40.64,3,12.66,1
16162,DHL,17.1,5,0.0,0
16163,FedEx,32.85,6,6.44,3
16164,DHL,10.12,3,12.65,0
16165,Standard,7.58,3,0.0,0
16166,UPS,11.49,3,0.0,0
16167,DHL,20.28,7,0.0,1
16168,Standard,44.08,6,0.0,1
16169,Standard,9.33,3,0.0,0
16170,UPS,41.81,7,12.51,2
16171,UPS,10.61,1,0.0,0
16172,FedEx,38.56,7,0.0,2
16173,Standard,18.49,6,9.63,1
16174,Standard,21.75,3,0.0,0
16175,Standard,6.03,2,0.0,0
16176,FedEx,10.57,4,0.0,0
16177,UPS,38.39,3,13.23,0
16178,FedEx,9.48,1,0.0,0
16179,Standard,59.18,2,6.93,1
16180,UPS,25.09,7,0.0,0
16181,FedEx,8.1,3,0.0,0
16182,UPS,41.2,4,0.0,0
16183,UPS,9.47,4,9.38,0
16184,UPS,20.05,2,6.8,2
16185,Standard,9.01,3,0.0,0
16186,UPS,17.3,3,16.37,1
16187,UPS,32.41,3,0.0,0
16188,UPS,54.25,4,0.0,0
16189,FedEx,10.89,5,8.32,0
16190,DHL,14.48,3,0.0,0
16191,UPS,17.0,2,0.0,0
16192,FedEx,8.41,2,0.0,0
16193,FedEx,13.4,4,0.0,0
16194,Standard,6.61,3,0.0,0
16195,FedEx,6.92,3,10.09,0
16196,FedEx,10.84,3,0.0,0
16197,DHL,8.89,1,0.0,0
16198,FedEx,19.32,1,13.25,2
16199,Standard,7.04,1,9.72,0
16200,UPS,6.6,1,0.0,0
16201,UPS,19.16,4,0.0,0
16202,Standard,34.18,2,6.36,1
16203,Standard,7.6,3,0.0,0
16204,FedEx,8.83,3,7.62,0
16205,Standard,20.85,4,0.0,1
16206,Standard,68.13,2,0.0,0
16207,Standard,13.53,4,0.0,0
16208,Standard,36.5,4,0.0,1
16209,FedEx,82.74,5,8.18,1
16210,UPS,10.03,4,0.0,0
16211,FedEx,30.85,6,0.0,0
16212,FedEx,45.07,2,13.21,1
16213,UPS,7.34,3,12.46,1
16214,DHL,35.37,2,0.0,0
16215,FedEx,11.88,4,0.0,0
16216,Standard,12.12,4,12.96,1
16217,UPS,20.07,3,0.0,0
16218,Standard,7.17,2,0.0,0
16219,DHL,14.15,5,0.0,0
16220,FedEx,37.04,6,10.94,2
