customer_id,segment,acquisition_channel,acquisition_cost,state_region,signup_date,satisfaction_score
3068,Wholesale,Organic,11.8,Suburban,2025-05-27,8.3
3069,Retail,Email,26.91,Metro,2024-02-05,7.0
3070,Corporate,Paid Social,93.41,Metro,2024-11-09,6.6
3071,Retail,Organic,12.95,Remote,2024-01-07,8.9
3072,Retail,Referral,41.5,Metro,2024-09-15,7.6
3073,Retail,Email,29.03,Rural,2024-03-19,7.5
3074,Retail,Email,29.73,Metro,2025-02-27,8.7
3075,Corporate,Referral,23.59,Remote,2024-02-11,7.6
3076,Retail,Referral,11.11,Metro,2025-05-06,6.4
3077,Retail,Paid Social,106.68,Metro,2024-05-01,6.9
3078,Wholesale,Paid Social,63.13,Suburban,2024-05-17,7.8
3079,Retail,Paid Social,84.12,Metro,2025-04-28,7.6
3080,Wholesale,Organic,5.8,Rural,2025-05-02,8.5
3081,Corporate,Organic,11.86,Suburban,2024-02-28,4.8
3082,Corporate,Organic,0.0,Suburban,2024-02-08,6.8
3083,Corporate,Email,14.72,Metro,2025-04-26,6.5
3084,Retail,Email,17.21,Suburban,2025-06-02,7.3
3085,Retail,Email,21.7,Metro,2024-09-25,9.2
3086,Corporate,Paid Social,81.3,Remote,2024-03-10,4.8
3087,Corporate,Organic,3.62,Rural,2024-03-08,10.0
3088,Retail,Paid Social,73.88,Suburban,2024-05-06,5.6
3089,Retail,Paid Social,84.08,Rural,2025-01-04,5.2
3090,Retail,Referral,47.46,Suburban,2024-02-23,8.8
3091,Retail,Referral,31.07,Suburban,2024-12-02,8.9
3092,Retail,Referral,19.4,Metro,2025-03-13,8.6
3093,Corporate,Referral,11.28,Suburban,2024-03-27,6.9
3094,Corporate,Referral,42.29,Metro,2025-06-12,8.4
3095,Retail,Paid Social,75.27,Metro,2025-06-24,4.9
3096,Retail,Organic,7.91,Rural,2024-06-20,6.6
3097,Retail,Organic,1.52,Metro,2024-03-23,7.5
3098,Retail,Paid Social,45.24,Suburban,2024-06-27,5.1
3099,Retail,Organic,10.53,Metro,2024-05-03,8.9
3100,Retail,Organic,9.42,Suburban,2024-06-09,6.9
3101,Retail,Referral,4.54,Rural,2025-05-10,7.5
3102,Retail,Organic,10.53,Metro,2024-03-02,6.5
3103,Retail,Referral,8.32,Suburban,2024-06-03,9.0
3104,Retail,Email,28.83,Suburban,2025-03-04,6.4
3105,Retail,Email,19.67,Rural,2024-02-27,8.6
3106,Retail,Email,14.29,Metro,2024-02-25,8.5
3107,Retail,Paid Social,79.82,Rural,2024-06-17,5.6
3108,Retail,Email,20.83,Suburban,2025-06-24,7.2
3109,Retail,Organic,13.3,Suburban,2025-04-10,7.0
3110,Retail,Referral,24.8,Metro,2025-05-14,8.5
3111,Wholesale,Paid Social,64.5,Metro,2025-04-25,5.9
3112,Retail,Organic,6.86,Suburban,2024-03-05,7.1
3113,Retail,Email,20.1,Metro,2024-08-05,7.3
3114,Retail,Email,31.58,Suburban,2024-10-15,5.3
3115,Corporate,Paid Social,52.95,Suburban,2024-03-08,6.0
3116,Corporate,Paid Social,73.66,Suburban,2025-06-19,6.9
3117,Retail,Organic,4.48,Metro,2024-11-18,7.8
3118,Corporate,Email,1.47,Metro,2025-04-10,8.3
3119,Retail,Organic,8.83,Suburban,2024-05-04,7.1
3120,Retail,Organic,9.48,Suburban,2025-01-03,7.0
3121,Retail,Organic,7.56,Remote,2024-02-13,6.3
3122,Retail,Paid Social,35.07,Suburban,2024-01-10,5.6
3123,Wholesale,Paid Social,67.48,Suburban,2024-12-01,8.5
3124,Corporate,Paid Social,66.79,Metro,2024-02-20,6.4
3125,Retail,Organic,4.44,Remote,2024-05-27,6.9
3126,Wholesale,Organic,2.59,Metro,2025-03-28,6.4
3127,Retail,Paid Social,57.46,Metro,2024-09-04,4.2
3128,Retail,Organic,10.61,Metro,2024-07-06,6.6
3129,Corporate,Email,21.33,Metro,2024-06-13,8.1
3130,Retail,Referral,15.19,Rural,2025-01-26,7.3
3131,Retail,Paid Social,64.46,Metro,2025-06-17,5.0
3132,Retail,Referral,32.87,Metro,2025-02-13,6.8
3133,Retail,Organic,3.31,Metro,2024-07-26,8.4
3134,Retail,Organic,8.25,Remote,2024-08-19,7.5
3135,Retail,Email,28.72,Rural,2024-02-28,6.4
3136,Retail,Email,7.8,Remote,2024-03-25,6.8
3137,Retail,Referral,35.56,Rural,2024-05-28,10.0
3138,Retail,Organic,14.48,Remote,2024-07-16,9.1
3139,Corporate,Email,16.22,Suburban,2025-06-11,9.0
3140,Retail,Paid Social,55.83,Metro,2025-04-02,4.0
3141,Retail,Paid Social,80.6,Metro,2024-03-21,5.9
3142,Corporate,Organic,7.26,Metro,2024-06-08,6.8
3143,Corporate,Referral,0.47,Suburban,2024-02-01,8.5
3144,Retail,Organic,7.6,Metro,2024-02-23,8.9
3145,Corporate,Email,21.76,Metro,2024-07-12,7.6
3146,Corporate,Paid Social,75.32,Suburban,2025-06-16,5.1
3147,Retail,Email,10.95,Metro,2024-04-22,6.4
3148,Corporate,Email,15.84,Metro,2025-01-10,7.9
3149,Corporate,Referral,33.77,Metro,2024-08-23,8.7
3150,Retail,Organic,7.76,Suburban,2024-10-17,7.8
3151,Retail,Organic,1.89,Metro,2025-04-16,7.8
3152,Corporate,Paid Social,84.28,Metro,2025-03-08,6.2
3153,Wholesale,Paid Social,58.15,Metro,2025-03-23,6.4
3154,Retail,Organic,12.36,Rural,2024-08-07,8.5
3155,Corporate,Organic,2.42,Metro,2024-01-18,8.4
3156,Corporate,Paid Social,59.82,Metro,2025-06-24,6.1
3157,Corporate,Organic,10.04,Remote,2025-06-04,7.5
3158,Wholesale,Organic,7.65,Rural,2025-04-12,7.5
3159,Retail,Referral,12.17,Metro,2024-09-19,6.9
3160,Retail,Paid Social,19.04,Metro,2024-06-08,5.1
3161,Retail,Referral,39.23,Metro,2024-04-01,8.5
3162,Retail,Referral,26.48,Suburban,2024-07-12,6.9
3163,Retail,Organic,12.67,Metro,2024-07-14,8.6
3164,Corporate,Email,25.43,Remote,2024-05-26,7.1
3165,Wholesale,Paid Social,72.74,Rural,2025-06-23,7.1
3166,Retail,Email,15.43,Suburban,2024-12-06,8.0
3167,Corporate,Organic,9.96,Metro,2024-05-08,8.6
3168,Retail,Organic,13.73,Rural,2024-12-06,7.0
3169,Retail,Organic,8.33,Rural,2025-01-26,8.1
3170,Retail,Paid Social,96.23,Rural,2024-10-10,7.0
3171,Retail,Referral,9.01,Metro,2025-06-25,5.9
3172,Retail,Email,5.14,Suburban,2025-06-02,9.2
3173,Corporate,Email,25.9,Rural,2024-08-16,9.9
3174,Retail,Referral,15.81,Remote,2024-09-03,8.9
3175,Retail,Email,34.35,Suburban,2024-04-16,8.2
3176,Retail,Organic,13.35,Suburban,2025-03-01,8.3
3177,Retail,Referral,39.88,Suburban,2025-05-05,7.4
3178,Wholesale,Paid Social,77.92,Suburban,2024-12-05,6.0
3179,Wholesale,Organic,4.31,Remote,2024-04-20,8.8
3180,Retail,Paid Social,32.13,Suburban,2024-10-18,4.9
3181,Retail,Referral,38.95,Metro,2025-03-16,6.5
3182,Retail,Organic,2.0,Metro,2024-01-06,7.1
3183,Corporate,Paid Social,90.53,Suburban,2024-11-08,6.9
3184,Retail,Organic,10.68,Rural,2024-12-11,6.6
3185,Retail,Organic,7.69,Metro,2024-10-28,7.3
3186,Retail,Organic,9.77,Metro,2024-12-20,7.5
3187,Retail,Email,21.72,Remote,2025-05-01,6.0
3188,Retail,Referral,21.98,Suburban,2024-03-01,4.9
3189,Retail,Organic,13.7,Metro,2024-11-10,6.4
3190,Retail,Organic,13.57,Metro,2025-03-06,7.9
3191,Retail,Organic,8.62,Metro,2025-03-12,8.2
3192,Retail,Organic,5.6,Metro,2024-09-28,8.2
3193,Retail,Paid Social,85.51,Suburban,2025-06-06,6.8
3194,Retail,Email,1.82,Suburban,2024-06-17,6.4
3195,Corporate,Email,21.55,Suburban,2024-08-14,6.2
3196,Wholesale,Paid Social,75.31,Suburban,2025-03-19,6.6
3197,Retail,Paid Social,47.09,Metro,2024-08-16,5.8
3198,Corporate,Organic,11.9,Metro,2024-07-15,8.7
3199,Corporate,Organic,7.89,Metro,2024-11-08,8.1
3200,Corporate,Referral,18.54,Metro,2024-12-28,9.3
3201,Retail,Email,25.71,Rural,2025-06-08,6.6
3202,Retail,Referral,13.14,Metro,2024-12-05,9.1
3203,Retail,Referral,32.69,Suburban,2024-04-03,10.0
3204,Wholesale,Email,2.14,Metro,2024-01-02,7.3
3205,Retail,Referral,26.86,Metro,2025-06-10,8.4
3206,Retail,Paid Social,62.79,Metro,2024-08-23,5.0
3207,Retail,Organic,5.84,Suburban,2024-04-05,8.7
3208,Retail,Organic,9.56,Suburban,2024-05-01,9.0
3209,Retail,Organic,7.68,Rural,2024-02-15,7.0
3210,Retail,Organic,12.22,Metro,2024-04-16,8.3
3211,Retail,Paid Social,72.08,Suburban,2025-03-16,6.4
3212,Corporate,Email,21.62,Rural,2024-12-01,7.7
3213,Retail,Email,20.33,Metro,2024-11-06,8.2
3214,Retail,Paid Social,53.5,Metro,2024-01-10,6.7
3215,Corporate,Organic,6.79,Metro,2025-01-21,7.4
3216,Retail,Email,19.99,Metro,2025-06-19,8.2
3217,Corporate,Paid Social,58.88,Rural,2025-05-23,7.4
3218,Corporate,Organic,12.45,Metro,2024-08-16,6.9
3219,Retail,Organic,8.37,Suburban,2024-11-12,7.6
3220,Retail,Paid Social,68.77,Rural,2024-06-16,4.0
3221,Retail,Organic,2.39,Metro,2025-04-11,8.3
3222,Retail,Email,25.55,Suburban,2025-05-05,8.7
3223,Retail,Email,13.35,Metro,2024-05-17,6.9
3224,Retail,Email,9.66,Suburban,2024-09-09,7.4
3225,Retail,Organic,14.58,Metro,2024-05-08,7.3
3226,Retail,Email,23.58,Metro,2024-12-20,6.7
3227,Retail,Email,25.82,Metro,2024-06-02,7.5
3228,Retail,Organic,9.82,Suburban,2025-01-01,6.7
3229,Retail,Email,17.25,Suburban,2025-06-10,6.9
3230,Wholesale,Paid Social,56.97,Rural,2025-04-17,5.0
3231,Retail,Paid Social,76.02,Metro,2024-04-24,6.8
3232,Retail,Organic,12.53,Remote,2024-03-15,7.9
3233,Retail,Paid Social,60.77,Metro,2025-03-08,5.6
3234,Retail,Organic,16.29,Rural,2024-02-10,7.6
3235,Retail,Organic,7.21,Rural,2024-08-11,7.3
3236,Corporate,Organic,2.42,Suburban,2025-06-10,9.0
3237,Retail,Referral,6.78,Suburban,2024-09-19,7.3
3238,Retail,Organic,1.25,Rural,2024-01-23,8.4
3239,Retail,Paid Social,54.55,Rural,2025-06-20,5.3
3240,Corporate,Paid Social,57.82,Metro,2025-01-11,7.1
3241,Retail,Referral,30.83,Rural,2024-06-09,9.0
3242,Retail,Paid Social,61.49,Metro,2024-11-03,7.4
3243,Corporate,Referral,32.43,Suburban,2024-12-23,9.6
3244,Corporate,Organic,8.18,Suburban,2024-10-27,8.0
3245,Retail,Organic,8.05,Rural,2025-06-02,9.1
3246,Wholesale,Paid Social,51.6,Suburban,2025-03-04,8.0
3247,Corporate,Paid Social,87.61,Metro,2024-05-07,4.8
3248,Retail,Email,5.75,Suburban,2025-06-23,6.5
3249,Corporate,Referral,27.01,Metro,2025-06-07,6.0
3250,Retail,Paid Social,58.73,Suburban,2024-01-01,7.4
3251,Retail,Referral,31.82,Suburban,2024-06-10,6.0
3252,Retail,Paid Social,61.63,Rural,2024-12-11,4.0
3253,Corporate,Organic,8.03,Metro,2025-04-12,6.3
3254,Retail,Paid Social,57.2,Metro,2025-01-15,4.0
3255,Retail,Organic,13.57,Suburban,2024-11-07,7.9
3256,Retail,Email,18.02,Metro,2024-06-01,5.9
3257,Retail,Organic,15.88,Metro,2024-02-04,5.6
3258,Wholesale,Paid Social,66.9,Metro,2025-05-21,6.0
3259,Corporate,Paid Social,62.39,Suburban,2024-10-19,6.1
3260,Retail,Organic,7.42,Metro,2024-09-08,5.4
3261,Corporate,Organic,10.26,Suburban,2025-06-27,6.7
3262,Corporate,Email,13.29,Rural,2024-03-16,7.1
3263,Retail,Organic,8.58,Suburban,2024-05-23,7.2
3264,Retail,Paid Social,62.15,Metro,2025-04-23,5.7
3265,Retail,Paid Social,67.85,Metro,2024-06-09,7.5
3266,Retail,Organic,9.4,Metro,2025-05-17,10.0
3267,Retail,Organic,9.61,Suburban,2025-04-17,7.2
3268,Retail,Email,18.76,Suburban,2024-02-13,5.6
3269,Wholesale,Referral,39.69,Metro,2024-09-18,7.5
3270,Retail,Organic,9.69,Metro,2025-02-10,7.8
3271,Corporate,Referral,50.06,Metro,2024-09-03,7.7
3272,Wholesale,Paid Social,62.9,Metro,2024-04-02,6.8
3273,Retail,Email,25.67,Remote,2024-01-13,9.9
3274,Retail,Email,12.19,Metro,2024-01-26,5.1
3275,Corporate,Email,29.21,Metro,2024-04-07,6.6
3276,Corporate,Email,12.37,Metro,2024-05-17,9.0
3277,Retail,Paid Social,70.21,Metro,2024-06-05,5.5
3278,Retail,Paid Social,57.24,Metro,2025-04-18,7.0
3279,Retail,Paid Social,70.14,Metro,2024-10-06,6.9
3280,Corporate,Organic,7.06,Metro,2024-03-13,9.1
3281,Corporate,Email,11.69,Metro,2024-02-23,9.5
3282,Retail,Organic,6.91,Suburban,2024-03-11,8.0
3283,Retail,Organic,14.17,Suburban,2024-06-27,5.5
3284,Retail,Organic,9.87,Metro,2025-02-02,6.8
3285,Wholesale,Organic,2.84,Rural,2024-01-03,10.0
3286,Wholesale,Paid Social,81.72,Metro,2024-08-05,4.4
3287,Corporate,Paid Social,45.95,Remote,2024-09-07,6.7
3288,Retail,Paid Social,75.38,Remote,2024-03-12,3.1
3289,Retail,Organic,10.21,Suburban,2024-02-26,6.0
3290,Retail,Paid Social,73.09,Metro,2024-05-07,7.2
3291,Retail,Paid Social,95.36,Rural,2024-03-10,6.1
3292,Retail,Email,11.37,Metro,2025-03-02,6.7
3293,Corporate,Paid Social,72.99,Metro,2025-05-21,5.1
3294,Retail,Paid Social,84.67,Suburban,2024-12-16,3.7
3295,Retail,Paid Social,50.42,Suburban,2025-02-02,6.9
3296,Wholesale,Referral,16.54,Rural,2025-02-13,7.5
3297,Corporate,Email,15.7,Rural,2025-04-07,5.4
3298,Retail,Paid Social,67.85,Rural,2024-02-12,6.1
3299,Wholesale,Paid Social,36.61,Rural,2025-06-08,6.8
3300,Retail,Organic,10.21,Suburban,2024-09-22,7.4
3301,Retail,Referral,9.92,Suburban,2024-10-02,7.9
3302,Retail,Paid Social,85.28,Remote,2025-03-17,6.1
3303,Corporate,Organic,10.06,Remote,2024-09-23,6.8
3304,Retail,Referral,43.13,Rural,2024-05-01,7.9
3305,Retail,Email,23.35,Rural,2024-01-26,8.1
3306,Retail,Organic,6.78,Suburban,2024-04-22,8.8
3307,Retail,Organic,4.81,Metro,2024-02-08,8.5
3308,Corporate,Organic,8.96,Rural,2024-07-14,6.8
3309,Retail,Paid Social,61.46,Metro,2025-03-20,6.9
3310,Retail,Organic,12.74,Metro,2024-07-15,8.2
3311,Retail,Referral,14.71,Metro,2024-11-22,6.9
3312,Retail,Referral,44.21,Suburban,2024-04-25,7.2
3313,Retail,Paid Social,84.95,Suburban,2024-11-11,6.9
3314,Retail,Paid Social,58.34,Metro,2025-06-04,7.8
3315,Retail,Organic,15.19,Metro,2024-06-13,5.4
3316,Retail,Organic,4.87,Metro,2024-09-17,9.6
3317,Corporate,Email,19.64,Metro,2025-06-22,8.6
3318,Wholesale,Organic,2.89,Metro,2024-11-08,7.8
3319,Retail,Organic,15.39,Suburban,2024-08-26,7.3
3320,Retail,Paid Social,32.35,Metro,2024-03-02,6.6
3321,Retail,Organic,2.24,Metro,2025-05-17,6.8
3322,Retail,Paid Social,50.58,Metro,2024-11-13,5.9
3323,Retail,Email,28.58,Suburban,2024-02-20,5.4
3324,Wholesale,Email,25.64,Rural,2024-10-08,5.1
3325,Corporate,Paid Social,64.2,Metro,2025-06-27,8.9
3326,Retail,Referral,34.19,Metro,2025-05-01,7.9
3327,Wholesale,Paid Social,59.92,Suburban,2024-04-23,6.3
3328,Retail,Referral,28.22,Metro,2024-08-14,7.8
3329,Retail,Paid Social,91.73,Rural,2025-06-15,5.1
3330,Retail,Organic,7.01,Remote,2025-03-09,7.2
3331,Retail,Referral,16.34,Suburban,2024-11-11,7.9
3332,Corporate,Organic,9.88,Remote,2024-06-13,7.4
3333,Retail,Organic,10.96,Metro,2025-02-09,6.7
3334,Retail,Organic,8.44,Metro,2024-11-01,8.2
3335,Retail,Paid Social,80.06,Metro,2024-10-12,6.3
3336,Wholesale,Paid Social,58.38,Metro,2025-05-12,6.6
3337,Retail,Paid Social,64.3,Metro,2024-07-21,6.9
3338,Retail,Referral,27.75,Suburban,2024-12-14,7.6
3339,Retail,Organic,9.15,Suburban,2024-01-16,7.4
3340,Wholesale,Paid Social,91.04,Metro,2025-01-14,7.9
3341,Retail,Paid Social,68.65,Suburban,2024-10-12,5.0
3342,Retail,Email,15.57,Metro,2025-04-21,5.0
3343,Corporate,Organic,10.11,Metro,2024-06-19,8.3
3344,Retail,Organic,12.04,Metro,2025-05-28,6.8
3345,Retail,Paid Social,75.94,Suburban,2024-11-14,4.8
3346,Retail,Email,23.75,Suburban,2024-04-01,8.3
3347,Retail,Email,6.02,Rural,2024-03-17,7.0
3348,Retail,Paid Social,17.13,Metro,2024-04-12,4.6
3349,Retail,Email,28.2,Suburban,2024-06-03,9.5
3350,Retail,Paid Social,69.9,Remote,2024-10-24,4.2
3351,Retail,Organic,7.91,Metro,2025-04-18,7.5
3352,Retail,Organic,10.78,Metro,2025-06-18,5.3
3353,Wholesale,Organic,15.71,Metro,2025-01-18,7.9
3354,Retail,Paid Social,87.44,Metro,2024-09-28,5.3
3355,Retail,Paid Social,79.32,Suburban,2024-12-20,7.1
3356,Retail,Paid Social,46.04,Metro,2024-06-20,6.1
3357,Corporate,Paid Social,48.38,Suburban,2024-05-22,7.7
3358,Retail,Paid Social,19.04,Remote,2024-10-21,5.6
3359,Retail,Email,23.07,Metro,2025-03-20,5.3
3360,Retail,Email,26.87,Metro,2024-02-03,7.5
3361,Retail,Paid Social,83.42,Rural,2024-02-12,5.8
3362,Corporate,Paid Social,74.16,Suburban,2024-04-08,3.9
3363,Corporate,Paid Social,59.23,Rural,2024-04-25,4.8
3364,Corporate,Paid Social,51.84,Metro,2024-03-17,5.2
3365,Retail,Paid Social,47.14,Suburban,2024-03-15,8.0
3366,Retail,Paid Social,59.06,Remote,2024-01-15,6.9
3367,Retail,Email,10.18,Metro,2024-07-20,6.8
3368,Corporate,Email,32.05,Rural,2025-01-22,7.8
3369,Wholesale,Organic,2.79,Suburban,2024-03-06,5.2
3370,Wholesale,Paid Social,58.45,Rural,2024-06-28,5.4
3371,Retail,Referral,4.64,Metro,2025-06-22,8.3
3372,Corporate,Organic,9.19,Suburban,2024-04-06,7.8
3373,Retail,Referral,23.98,Metro,2025-06-17,7.2
3374,Corporate,Organic,6.57,Remote,2024-10-12,7.6
3375,Retail,Paid Social,45.21,Metro,2025-02-11,6.5
3376,Retail,Paid Social,62.04,Metro,2024-06-25,6.1
3377,Retail,Organic,5.82,Rural,2024-06-08,8.6
3378,Wholesale,Referral,22.63,Metro,2024-08-24,8.2
3379,Retail,Paid Social,97.23,Suburban,2024-03-18,6.7
3380,Retail,Referral,25.72,Metro,2024-06-23,9.9
3381,Retail,Organic,10.13,Suburban,2025-05-21,8.6
3382,Retail,Referral,19.36,Metro,2024-01-18,9.9
3383,Wholesale,Referral,16.16,Suburban,2024-11-06,7.0
3384,Retail,Paid Social,61.59,Suburban,2025-01-28,4.2
3385,Retail,Organic,18.02,Metro,2024-03-18,7.4
3386,Corporate,Email,15.7,Metro,2024-02-11,6.9
3387,Retail,Paid Social,68.51,Metro,2024-10-08,7.9
3388,Retail,Referral,15.72,Suburban,2024-04-04,6.4
3389,Retail,Paid Social,12.41,Metro,2025-06-09,6.0
3390,Retail,Organic,4.84,Metro,2024-04-04,8.1
3391,Retail,Organic,17.52,Metro,2024-03-25,7.7
3392,Retail,Email,22.76,Suburban,2024-06-13,7.0
3393,Retail,Referral,40.41,Suburban,2024-06-18,8.2
3394,Corporate,Organic,6.61,Suburban,2024-03-23,8.9
3395,Corporate,Email,0.0,Rural,2024-12-27,9.0
3396,Corporate,Referral,12.91,Suburban,2024-07-13,7.8
3397,Retail,Organic,9.59,Rural,2024-10-02,6.6
3398,Retail,Organic,8.95,Suburban,2024-05-18,9.4
3399,Wholesale,Email,17.92,Metro,2024-02-27,5.9
3400,Corporate,Email,13.76,Remote,2024-02-11,9.3
3401,Retail,Organic,11.76,Rural,2024-01-03,9.2
3402,Retail,Email,13.99,Suburban,2025-04-21,9.0
3403,Retail,Paid Social,67.54,Metro,2024-05-18,6.9
3404,Retail,Referral,25.95,Metro,2024-06-05,5.3
3405,Retail,Referral,20.31,Suburban,2024-11-01,6.6
3406,Retail,Email,10.95,Metro,2024-02-15,7.6
3407,Wholesale,Paid Social,54.31,Suburban,2024-11-05,5.3
3408,Retail,Organic,15.49,Metro,2024-10-06,7.2
3409,Retail,Paid Social,82.02,Suburban,2025-03-09,6.8
3410,Retail,Organic,12.08,Metro,2024-03-14,7.4
3411,Corporate,Email,11.71,Metro,2024-01-23,5.7
3412,Corporate,Organic,2.25,Metro,2025-02-13,8.7
3413,Retail,Paid Social,81.74,Rural,2024-07-24,6.7
3414,Retail,Organic,11.62,Suburban,2024-02-17,7.3
3415,Retail,Organic,8.55,Remote,2024-11-11,8.5
3416,Corporate,Organic,6.52,Rural,2024-09-15,7.7
3417,Retail,Paid Social,35.65,Rural,2025-06-04,7.7
3418,Corporate,Email,24.94,Suburban,2025-05-28,7.4
3419,Retail,Organic,12.74,Rural,2024-10-09,9.2
3420,Retail,Referral,17.21,Remote,2024-03-26,5.6
3421,Retail,Referral,16.37,Rural,2025-02-19,8.4
3422,Retail,Paid Social,84.34,Metro,2024-04-09,5.6
3423,Retail,Email,12.87,Suburban,2025-04-14,6.2
3424,Retail,Paid Social,94.02,Metro,2024-11-04,7.5
3425,Corporate,Organic,7.56,Metro,2024-07-18,8.7
3426,Retail,Paid Social,55.04,Suburban,2025-06-02,3.7
3427,Wholesale,Organic,8.18,Rural,2024-10-18,8.5
3428,Retail,Referral,20.13,Metro,2024-07-06,8.5
3429,Retail,Referral,35.26,Metro,2024-04-04,6.9
3430,Wholesale,Email,25.09,Rural,2024-12-07,6.2
3431,Corporate,Paid Social,81.59,Metro,2024-05-03,4.2
3432,Retail,Paid Social,65.32,Metro,2024-03-25,5.7
3433,Corporate,Referral,19.44,Rural,2024-03-27,7.6
3434,Retail,Organic,7.96,Rural,2024-12-26,8.6
3435,Retail,Organic,6.3,Suburban,2025-05-21,7.9
3436,Retail,Paid Social,88.4,Suburban,2024-05-07,4.8
3437,Retail,Paid Social,80.04,Metro,2024-04-22,6.4
3438,Retail,Paid Social,60.35,Metro,2024-12-22,5.8
3439,Retail,Organic,4.29,Rural,2024-03-07,6.5
3440,Wholesale,Paid Social,89.74,Rural,2024-02-24,4.2
3441,Corporate,Organic,8.55,Metro,2024-12-28,8.3
3442,Corporate,Organic,7.48,Metro,2024-10-11,8.1
3443,Corporate,Organic,14.2,Metro,2024-01-17,8.3
3444,Retail,Paid Social,52.82,Metro,2024-05-25,5.2
3445,Retail,Referral,20.81,Metro,2024-04-08,8.0
3446,Retail,Paid Social,57.85,Metro,2025-01-28,4.4
3447,Retail,Email,7.47,Rural,2024-12-09,6.0
3448,Retail,Email,20.53,Metro,2025-02-28,7.2
3449,Retail,Paid Social,48.28,Suburban,2024-02-07,6.4
3450,Retail,Email,13.43,Suburban,2025-04-21,5.2
3451,Retail,Email,12.36,Rural,2024-04-15,5.9
3452,Retail,Paid Social,51.43,Remote,2025-06-11,5.7
3453,Retail,Organic,4.64,Metro,2025-04-13,8.8
3454,Retail,Organic,8.99,Metro,2024-09-07,6.6
3455,Wholesale,Referral,22.44,Rural,2025-03-19,8.0
3456,Retail,Email,18.38,Metro,2025-01-28,7.5
3457,Corporate,Referral,47.54,Metro,2025-02-17,7.5
3458,Corporate,Referral,22.44,Metro,2024-01-08,8.1
3459,Retail,Organic,10.42,Rural,2024-02-19,6.0
3460,Retail,Email,23.75,Metro,2025-05-13,6.4
3461,Retail,Paid Social,60.87,Suburban,2025-03-26,7.8
3462,Retail,Email,20.19,Suburban,2024-12-08,9.0
3463,Retail,Organic,8.08,Suburban,2024-06-15,8.6
3464,Wholesale,Organic,8.81,Metro,2024-08-14,8.9
3465,Wholesale,Email,13.31,Rural,2024-08-25,5.0
3466,Retail,Email,14.05,Rural,2024-08-04,6.1
3467,Retail,Paid Social,62.3,Suburban,2024-12-18,5.7
3468,Retail,Paid Social,26.51,Metro,2025-02-23,9.0
3469,Corporate,Paid Social,88.93,Rural,2024-07-11,5.7
3470,Retail,Referral,45.61,Rural,2025-04-15,8.7
3471,Retail,Paid Social,65.07,Metro,2024-02-09,6.6
3472,Corporate,Paid Social,73.98,Metro,2025-03-12,6.5
3473,Retail,Paid Social,81.46,Metro,2025-01-27,6.1
3474,Retail,Paid Social,38.16,Metro,2024-10-11,4.7
3475,Retail,Paid Social,78.71,Metro,2024-07-06,2.9
3476,Retail,Paid Social,54.32,Metro,2024-07-17,7.6
3477,Retail,Email,36.33,Metro,2024-07-14,6.5
3478,Retail,Referral,22.12,Rural,2025-06-22,5.6
3479,Retail,Referral,33.08,Rural,2024-01-02,8.3
3480,Wholesale,Paid Social,58.79,Rural,2024-12-26,6.6
3481,Retail,Paid Social,101.54,Suburban,2025-06-20,7.0
3482,Wholesale,Email,13.9,Suburban,2024-10-24,8.5
3483,Retail,Email,27.32,Metro,2024-12-12,6.1
3484,Corporate,Paid Social,73.28,Suburban,2024-11-13,5.1
3485,Retail,Email,21.23,Metro,2024-10-10,6.8
3486,Corporate,Email,19.83,Suburban,2024-12-24,8.2
3487,Retail,Email,12.66,Remote,2025-05-02,4.7
3488,Retail,Email,0.0,Rural,2025-01-15,7.4
3489,Retail,Organic,12.3,Metro,2025-04-08,8.7
3490,Retail,Paid Social,53.2,Rural,2024-10-18,7.2
3491,Wholesale,Paid Social,83.05,Metro,2025-02-27,7.0
3492,Wholesale,Organic,9.41,Metro,2025-04-19,8.9
3493,Corporate,Referral,36.0,Metro,2024-04-02,4.5
3494,Retail,Paid Social,76.43,Metro,2025-04-12,8.0
3495,Corporate,Organic,0.0,Suburban,2025-01-01,8.0
3496,Corporate,Email,22.92,Metro,2024-08-14,8.8
3497,Retail,Email,15.25,Metro,2025-02-05,5.8
3498,Retail,Email,27.32,Remote,2024-04-20,5.1
3499,Retail,Paid Social,72.64,Suburban,2025-01-15,8.2
3500,Retail,Referral,30.03,Metro,2024-11-09,6.7
3501,Retail,Paid Social,57.1,Suburban,2025-04-25,5.7
3502,Corporate,Paid Social,45.57,Suburban,2024-12-21,6.7
3503,Retail,Organic,6.27,Suburban,2024-10-18,8.5
3504,Retail,Email,3.6,Suburban,2024-10-10,8.5
3505,Retail,Email,13.28,Rural,2024-10-08,7.5
3506,Corporate,Paid Social,35.65,Metro,2025-05-17,4.8
3507,Wholesale,Paid Social,36.12,Suburban,2025-03-23,6.9
3508,Corporate,Email,18.93,Metro,2024-02-24,8.1
3509,Retail,Email,22.27,Rural,2024-10-22,5.0
3510,Retail,Organic,7.87,Metro,2024-06-01,9.3
3511,Retail,Referral,19.01,Metro,2024-03-28,4.8
3512,Retail,Email,10.42,Remote,2025-04-07,8.4
3513,Retail,Referral,20.83,Suburban,2025-04-01,7.0
3514,Corporate,Referral,15.78,Metro,2025-05-16,8.6
3515,Corporate,Referral,23.37,Metro,2024-08-13,8.4
